FID,OBJECTID_1,OBJECTID,Perimeter,Area,Acres,Hectares,LCU_C1,LCU_N1,LCU_C2,LCU_N2,COVER_C,COVER_N,HEIGHT_C1,HEIGHT_C2,HEIGHT_N,CLASS_31,CLASS_31_N,CLASS_31_D,CLASS_15_C,CLASS_15_N,CLASS_7_C,CLASS_7_N,HNA_C1,HNA_C2,HNA_N1,HYDRO_C1,HYDRO_C2,HYDRO_N,HYD_REG_C,HYD_REG_N,LAND_WATER,NVCS2_CODE,NVCS2_DESC,Shape_Leng,Shape_Le_1,Shape_Area
1247,18098,0,26550.370229500000000,9977079.720319999400000,1.590571070610000,0.643681275236000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,674.379403823999950,6436.812752330000000
1248,18099,0,52039.259551199997000,37671383.143500000000000,6.005666377080000,2.430406954890000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1321.797192600000000,24304.069548899999000
1249,18100,0,11514.448989900000000,5396138.349080000100000,0.860265908625000,0.348137261729000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,292.467004339000030,3481.372617300000000
1250,18101,0,65109.337811799996000,46649692.543799996000000,7.437010978430000,3.009651564150000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1653.777180399999900,30096.515641599999000
1251,18102,0,54178.183460799999000,56750669.806999996000000,9.047334106059999,3.661326213270000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1376.125859900000000,36613.262132700002000
1252,18103,0,19245.374372099999000,19104197.921700001000000,3.045639144240000,1.232526433120000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,488.832509054000010,12325.264331200000000
1253,18104,0,38989.294346499999000,39442448.899999999000000,6.288014121640000,2.544669033230000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,990.328076401999970,25446.690332200000000
1254,18105,0,24025.671804699999000,18482408.093300000000000,2.946511850390000,1.192411040540000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,610.252063838000030,11924.110405400001000
1255,18106,0,115453.424141000000000,55126060.844300002000000,8.788334870850001,3.556512941430000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2932.516973190000000,35565.129414600000000
1256,18107,0,293238.625397000000000,68063407.460400000000000,10.850839114099999,4.391178795710000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,7448.261085080000200,43911.787956799999000
1257,18108,0,73762.771622800006000,163578449.410000000000000,26.078086644500001,10.553427242100000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1873.574399229999900,105534.272421000000000
1258,18109,0,43572.078480700002000,34693242.486500002000000,5.530883724630000,2.238269232260000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1106.730793409999900,22382.692322700001000
1259,18110,0,74469.901635300004000,57691980.807700001000000,9.197400266510000,3.722055833790000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1891.535501549999900,37220.558337900002000
1260,18111,0,72542.175370299999000,18764302.180000000000000,2.991452112660000,1.210597719440000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1842.571254420000100,12105.977194499999000
1261,18112,0,6890.787478000000200,2881205.889630000100000,0.459329068723000,0.185883879176000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,175.026001939000000,1858.838791760000000
1262,18113,0,15249.071922499999000,15838844.497000000000000,2.525068312070000,1.021858891570000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,387.326426829000010,10218.588915700000000
1263,18114,0,34982.789043400000000,12597442.848400000000000,2.008315932110000,0.812736622807000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,888.562841709000050,8127.366228040000400
1264,18115,0,15542.270188900000000,10532538.485500000000000,1.679123699990000,0.679517252931000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,394.773662797999980,6795.172529260000400
1265,18116,0,25376.635060699999000,19069632.821500000000000,3.040128689280000,1.230296431110000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,644.566530528000040,12302.964311100000000
1266,18117,0,26467.706313600000000,14551086.469500000000000,2.319770697750000,0.938777894667000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,672.279740370000010,9387.778946570000700
1267,18118,0,40560.430216000001000,18145785.965000000000000,2.892846706480000,1.170693527320000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1030.234927479999900,11706.935273100000000
1268,18119,0,122228.264190000000000,110780211.224000010000000,17.660859099900001,7.147096107340000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,3104.597910420000100,71470.961073500002000
1269,18120,0,23323.242266300000000,13237991.459700000000000,2.110433798160000,0.854062257015000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,592.410353571999960,8540.622570130000900
1270,18121,0,50765.400137299999000,22705955.665399998000000,3.619840396610000,1.464897435710000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1289.441163479999900,14648.974356999999000
1271,18122,0,12298.621295600000000,5774800.834149999500000,0.920633231646000,0.372567050616000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,312.384980910000020,3725.670506170000000
1272,18123,0,37377.534608299997000,20082936.835499998000000,3.201672156460000,1.295670752880000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,949.389379062999980,12956.707528800000000
1273,18124,0,9231.350271240000400,3748445.899900000100000,0.597586646117000,0.241834735678000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,234.476296886000000,2418.347356790000000
1274,18125,0,19756.821962300000000,10580428.891400000000000,1.686758508610000,0.682606950360000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,501.823277835999990,6826.069503519999700
1275,18126,0,28914.593849699999000,26876468.481500000000000,4.284714009010000,1.733962240550000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,734.430683788000010,17339.622405499998000
1276,18127,0,22453.601561500000000,11056210.522000000000000,1.762608809370000,0.713302478036000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,570.321479665999960,7133.024780400000100
1277,18128,0,55977.978988100003000,18211099.745400000000000,2.903259193160000,1.174907311170000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1421.840666300000100,11749.073111600001000
1278,18129,0,26040.018389400000000,13577766.235500000000000,2.164601545040000,0.875983166447000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,661.416467093000050,8759.831664510000300
1279,18130,0,148009.541793000010000,126208026.546000000000000,20.120400110100000,8.142437040670000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,3759.442361540000100,81424.370406600006000
1280,18131,0,42465.790151000001000,23311269.712499999000000,3.716341080080000,1.503949876770000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1078.631069829999900,15039.498767700001000
1281,18132,0,16433.333501800000000,10699317.990499999000000,1.705712106940000,0.690277199473000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,417.406670942999990,6902.771994679999800
1282,18133,0,40614.534954800001000,19336778.348700002000000,3.082717699190000,1.247531591940000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1031.609187849999900,12475.315919500001000
1283,18134,0,30886.435380700001000,12848499.278500000000000,2.048339977820000,0.828933779451000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,784.515458674999990,8289.337794479999500
1284,18135,0,32089.745937700001000,23156120.244899999000000,3.691606762850000,1.493940253720000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,815.079546813999970,14939.402537300000000
